CustomerID,Frequency,Monetary,AvgOrderValue,TotalQuantity,AvgItemsInCart,ProductDiversity,FirstOrderDate,LastOrderDate,PctCancelled,PctReturned,PctCouponUsed,DominantPaymentMethod,DominantReferralSource,Recency,Tenure,AvgDaysBetweenOrders,IsRepeatCustomer,TenureYears,CLV_Proxy,SpendPerItem,EngagementScore,Churn,HasOrderInterval,PurchaseIntensity,ValuePerTenureDay,ReturnCancelRate,ProductSpendRatio
C29703,1,2790.0,2790.0,4,7.0,1,2023-12-17,2023-12-17,0.0,0.0,1.0,Cash,Referral,471,471,0.0,0,1.2895277207392195,2163.582802547771,697.5,-0.5736906211929675,1,0,0.0021231422505307855,5.923566878980892,0.0,2790.0
C29758,1,798.64,798.64,2,6.0,1,2023-09-19,2023-09-19,0.0,0.0,1.0,Online,Instagram,560,560,0.0,0,1.5331964407939769,520.8986785714286,399.32,-0.6820950060893032,1,0,0.0017857142857142857,1.4261428571428572,0.0,798.64
C29885,1,568.3199999999999,568.3199999999999,3,4.0,1,2023-11-19,2023-11-19,0.0,0.0,1.0,Cash,Email,499,499,0.0,0,1.3661875427789183,415.98973947895786,189.44,-0.6077953714974327,1,0,0.002004008016032064,1.1389178356713425,0.0,568.3199999999999
C29905,1,1067.9,1067.9,2,5.0,1,2024-03-17,2024-03-17,0.0,0.0,1.0,Online,Google,380,380,0.0,0,1.0403832991101984,1026.4486184210527,533.95,-0.4628501827034557,1,0,0.002631578947368421,2.8102631578947372,0.0,1067.9
C29914,1,133.39,133.39,1,2.0,1,2024-08-03,2024-08-03,0.0,0.0,1.0,Debit Card,Referral,241,241,0.0,0,0.6598220396988365,202.16057053941904,133.39,-0.293544457977718,0,0,0.004149377593360996,0.5534854771784232,0.0,133.39
C29931,1,612.36,612.36,4,4.0,1,2023-10-04,2023-10-04,0.0,0.0,1.0,Online,Referral,545,545,0.0,0,1.4921286789869952,410.3935596330276,153.09,-0.6638246041404826,1,0,0.001834862385321101,1.1235963302752294,0.0,612.36
C30168,1,933.99,933.99,3,3.0,1,2024-08-24,2024-08-24,1.0,0.0,1.0,Cash,Instagram,220,220,0.0,0,0.6023271731690623,1550.6356704545456,311.33,-0.2679658952493691,0,0,0.004545454545454545,4.245409090909091,1.0,933.99
C30184,1,427.06,427.06,1,1.0,1,2023-09-28,2023-09-28,1.0,0.0,1.0,Online,Referral,551,551,0.0,0,1.5085557837097878,283.0919509981851,427.06,-0.6711327649200108,1,0,0.0018148820326678765,0.7750635208711434,1.0,427.06
C30334,1,267.1,267.1,2,7.0,1,2023-12-07,2023-12-07,0.0,0.0,1.0,Cash,Facebook,481,481,0.0,0,1.3169062286105406,202.82385654885655,133.55,-0.5858708891588479,1,0,0.002079002079002079,0.5553014553014554,0.0,267.1
C30513,1,586.44,586.44,1,5.0,1,2024-09-08,2024-09-08,0.0,1.0,1.0,Online,Facebook,205,205,0.0,0,0.5612594113620808,1044.8644390243903,586.44,-0.2496954933005485,0,0,0.004878048780487805,2.8606829268292686,1.0,586.44
C30643,1,918.87,918.87,3,7.0,1,2024-06-11,2024-06-11,0.0,1.0,1.0,Credit Card,Instagram,294,294,0.0,0,0.8049281314168378,1141.5553316326532,306.29,-0.3580998781968841,0,0,0.003401360544217687,3.1254081632653063,1.0,918.87
C30711,1,278.66,278.66,1,2.0,1,2024-01-20,2024-01-20,1.0,0.0,1.0,Gift Card,Instagram,437,437,0.0,0,1.1964407939767283,232.90747139588103,278.66,-0.5322777101089741,1,0,0.002288329519450801,0.6376659038901602,1.0,278.66
C30722,1,1333.9,1333.9,5,5.0,1,2023-09-27,2023-09-27,1.0,0.0,0.0,Gift Card,Email,552,552,0.0,0,1.51129363449692,882.6213315217392,266.78000000000003,-0.6723507917165988,1,0,0.0018115942028985507,2.416485507246377,1.0,1333.9
C30923,1,654.27,654.27,1,2.0,1,2023-01-28,2023-01-28,0.0,0.0,1.0,Gift Card,Facebook,794,794,0.0,0,2.1738535249828885,300.9724401763224,654.27,-0.9671132764909048,1,0,0.0012594458438287153,0.8240176322418136,0.0,654.27
C30955,1,167.6,167.6,4,9.0,1,2023-11-05,2023-11-05,0.0,0.0,1.0,Gift Card,Instagram,513,513,0.0,0,1.404517453798768,119.32923976608188,41.9,-0.6248477466496652,1,0,0.001949317738791423,0.3267056530214425,0.0,167.6
C31072,1,916.4,916.4,4,8.0,1,2024-04-16,2024-04-16,0.0,1.0,1.0,Gift Card,Email,350,350,0.0,0,0.9582477754962354,956.3288571428571,229.1,-0.4263093788058145,0,0,0.002857142857142857,2.6182857142857143,1.0,916.4
C31105,1,583.99,583.99,1,2.0,1,2023-05-11,2023-05-11,1.0,0.0,1.0,Cash,Email,691,691,0.0,0,1.891854893908282,308.68646526772795,583.99,-0.8416565164423366,1,0,0.001447178002894356,0.8451374819102749,1.0,583.99
C31371,1,507.36,507.36,2,6.0,1,2023-12-08,2023-12-08,0.0,0.0,0.0,Gift Card,Referral,480,480,0.0,0,1.3141683778234086,386.06925,253.68,-0.5846528623622599,1,0,0.0020833333333333333,1.057,0.0,507.36
C31412,1,2042.32,2042.32,4,7.0,1,2024-07-02,2024-07-02,0.0,1.0,1.0,Credit Card,Email,273,273,0.0,0,0.7474332648870636,2732.444615384615,510.58,-0.3325213154685353,0,0,0.003663003663003663,7.48102564102564,1.0,2042.32
C31668,1,569.35,569.35,5,6.0,1,2024-05-24,2024-05-24,0.0,0.0,1.0,Credit Card,Email,312,312,0.0,0,0.8542094455852156,666.5227163461539,113.87,-0.3800243605354689,0,0,0.003205128205128205,1.8248397435897437,0.0,569.35
C31761,1,2600.16,2600.16,4,6.0,1,2024-11-01,2024-11-01,1.0,0.0,1.0,Gift Card,Facebook,151,151,0.0,0,0.4134154688569473,3943.4044713284898,650.04,-0.1839220462847942,0,0,0.006622516556291391,17.21960264900662,1.0,2600.16
C31764,1,655.09,655.09,1,6.0,1,2024-12-06,2024-12-06,0.0,0.0,0.0,Cash,Referral,116,116,0.0,0,0.3175906913073237,2062.686400862069,655.09,-0.1412911084042128,0,0,0.008620689655172414,5.647327586206897,0.0,655.09
C31772,1,693.41,693.41,1,4.0,1,2023-07-11,2023-07-11,0.0,0.0,0.0,Debit Card,Instagram,630,630,0.0,0,1.7248459958932238,402.0127023809524,693.41,-0.7673568818504661,1,0,0.0015873015873015873,1.1006507936507937,0.0,693.41
C31810,1,178.44,178.44,1,2.0,1,2023-02-02,2023-02-02,1.0,0.0,1.0,Credit Card,Google,789,789,0.0,0,2.160164271047228,82.60482889733841,178.44,-0.9610231425079646,1,0,0.0012674271229404308,0.22615969581749049,1.0,178.44
C31946,1,2037.52,2037.52,4,6.0,1,2023-11-21,2023-11-21,0.0,0.0,1.0,Credit Card,Google,497,497,0.0,0,1.3607118412046544,1497.3927162977866,509.38,-0.6053593179042566,1,0,0.002012072434607646,4.099637826961771,0.0,2037.52
C32011,1,628.89,628.89,1,2.0,1,2025-02-26,2025-02-26,0.0,1.0,1.0,Credit Card,Referral,34,34,0.0,0,0.0930869267624914,3943.4044713284898,628.89,-0.0414129110839934,0,0,0.029411764705882353,18.496764705882352,1.0,628.89
C32029,1,701.44,701.44,4,4.0,1,2024-08-06,2024-08-06,0.0,0.0,1.0,Debit Card,Instagram,238,238,0.0,0,0.6516084873374401,1076.4746218487396,175.36,-0.2898903775879538,0,0,0.004201680672268907,2.9472268907563026,0.0,701.44
C32121,1,795.24,795.24,4,9.0,1,2025-02-12,2025-02-12,0.0,1.0,1.0,Cash,Referral,48,48,0.0,0,0.1314168377823408,3943.4044713284898,198.81,-0.0584652862362259,0,0,0.020833333333333332,16.5675,1.0,795.24
C32183,1,1985.67,1985.67,3,6.0,1,2025-02-24,2025-02-24,1.0,0.0,1.0,Online,Referral,36,36,0.0,0,0.0985626283367556,3943.4044713284898,661.89,-0.0438489646771694,0,0,0.027777777777777776,55.1575,1.0,1985.67
C32347,1,249.81,249.81,1,1.0,1,2023-12-13,2023-12-13,0.0,0.0,1.0,Cash,Google,475,475,0.0,0,1.3004791238877482,192.09074210526316,249.81,-0.5785627283793197,1,0,0.002105263157894737,0.5259157894736842,0.0,249.81
C32570,1,11.39,11.39,1,6.0,1,2023-10-16,2023-10-16,1.0,0.0,1.0,Cash,Email,533,533,0.0,0,1.45927446954141,7.805248592870544,11.39,-0.649208282581426,1,0,0.001876172607879925,0.021369606003752345,1.0,11.39
C32580,1,1874.95,1874.95,5,9.0,1,2023-11-27,2023-11-27,0.0,0.0,1.0,Online,Facebook,491,491,0.0,0,1.3442847364818618,1394.7565936863543,374.99,-0.5980511571247283,1,0,0.002036659877800407,3.818635437881874,0.0,1874.95
C32650,1,1210.52,1210.52,2,4.0,1,2024-05-27,2024-05-27,1.0,0.0,1.0,Cash,Referral,309,309,0.0,0,0.8459958932238193,1430.881650485437,605.26,-0.3763702801457048,0,0,0.003236245954692557,3.9175404530744338,1.0,1210.52
C32687,1,852.44,852.44,2,7.0,1,2024-12-16,2024-12-16,0.0,0.0,1.0,Online,Google,106,106,0.0,0,0.2902121834360027,2937.2991509433964,426.22,-0.1291108404383323,0,0,0.009433962264150943,8.04188679245283,0.0,852.44
C32798,1,993.24,993.24,2,2.0,1,2024-09-15,2024-09-15,0.0,0.0,1.0,Online,Instagram,198,198,0.0,0,0.5420944558521561,1832.226818181818,496.62,-0.2411693057244322,0,0,0.005050505050505051,5.016363636363637,0.0,993.24
C32854,1,65.45,65.45,1,2.0,1,2023-02-20,2023-02-20,0.0,0.0,1.0,Cash,Google,771,771,0.0,0,2.11088295687885,31.005982490272377,65.45,-0.93909866016938,1,0,0.0012970168612191958,0.08488975356679637,0.0,65.45
C32943,1,824.28,824.28,2,2.0,1,2023-09-08,2023-09-08,0.0,1.0,1.0,Credit Card,Instagram,571,571,0.0,0,1.5633127994524298,527.2649211908931,412.14,-0.6954933008517716,1,0,0.0017513134851138354,1.4435726795096322,1.0,824.28
C32956,1,2715.8,2715.8,5,6.0,1,2024-07-24,2024-07-24,1.0,0.0,1.0,Online,Instagram,251,251,0.0,0,0.6872005475701575,3943.4044713284898,543.1600000000001,-0.3057247259435984,0,0,0.00398406374501992,10.819920318725101,1.0,2715.8
C32960,1,2223.8,2223.8,5,7.0,1,2023-12-01,2023-12-01,0.0,1.0,0.0,Debit Card,Email,487,487,0.0,0,1.3333333333333333,1667.85,444.7600000000001,-0.5931790499383761,1,0,0.002053388090349076,4.5663244353182755,1.0,2223.8
C33051,1,883.08,883.08,2,2.0,1,2024-04-23,2024-04-23,0.0,0.0,1.0,Online,Email,343,343,0.0,0,0.9390828199863108,940.3643440233236,441.54,-0.4177831912296982,0,0,0.0029154518950437317,2.5745772594752188,0.0,883.08
C33099,1,241.9,241.9,5,9.0,1,2024-12-28,2024-12-28,0.0,0.0,1.0,Gift Card,Email,94,94,0.0,0,0.2573579739904175,939.9359042553192,48.38,-0.1144945188792758,0,0,0.010638297872340425,2.573404255319149,0.0,241.9
C33220,1,1852.16,1852.16,4,9.0,1,2023-02-16,2023-02-16,0.0,1.0,0.0,Gift Card,Instagram,775,775,0.0,0,2.1218343600273784,872.9050838709678,463.04,-0.943970767355732,1,0,0.0012903225806451613,2.389883870967742,1.0,1852.16
C33260,1,1270.59,1270.59,3,6.0,1,2024-09-20,2024-09-20,0.0,0.0,1.0,Credit Card,Referral,193,193,0.0,0,0.5284052019164955,2404.575116580311,423.53,-0.2350791717414919,0,0,0.0051813471502590676,6.583367875647668,0.0,1270.59
C33315,1,1687.65,1687.65,3,6.0,1,2024-06-09,2024-06-09,0.0,1.0,0.0,Debit Card,Email,296,296,0.0,0,0.810403832991102,2082.480278716216,562.5500000000001,-0.3605359317900602,0,0,0.0033783783783783786,5.7015202702702705,1.0,1687.65
C33540,1,273.19,273.19,1,5.0,1,2023-10-15,2023-10-15,0.0,1.0,1.0,Debit Card,Facebook,534,534,0.0,0,1.462012320328542,186.8588904494382,273.19,-0.6504263093780142,1,0,0.0018726591760299626,0.5115917602996255,1.0,273.19
C33634,1,2355.4,2355.4,4,7.0,1,2023-01-31,2023-01-31,0.0,0.0,0.0,Gift Card,Email,791,791,0.0,0,2.1656399726214923,1087.6230720606827,588.85,-0.9634591961011408,1,0,0.0012642225031605564,2.9777496839443742,0.0,2355.4
C33729,1,1978.71,1978.71,3,6.0,1,2023-03-31,2023-03-31,1.0,0.0,1.0,Credit Card,Email,732,732,0.0,0,2.004106776180698,987.3276331967212,659.57,-0.8915956151024463,1,0,0.001366120218579235,2.7031557377049182,1.0,1978.71
C33744,1,2307.48,2307.48,4,5.0,1,2023-05-09,2023-05-09,0.0,1.0,0.0,Gift Card,Instagram,693,693,0.0,0,1.897330595482546,1216.1718181818185,576.87,-0.8440925700355126,1,0,0.001443001443001443,3.3296969696969696,1.0,2307.48
C33802,1,604.87,604.87,1,4.0,1,2024-07-28,2024-07-28,0.0,0.0,0.0,Online,Instagram,247,247,0.0,0,0.676249144421629,894.4484514170041,604.87,-0.3008526187572462,0,0,0.004048582995951417,2.4488663967611335,0.0,604.87
C34266,1,2519.52,2519.52,4,8.0,1,2025-02-25,2025-02-25,1.0,0.0,1.0,Debit Card,Instagram,35,35,0.0,0,0.0958247775496235,3943.4044713284898,629.88,-0.0426309378805814,0,0,0.02857142857142857,71.98628571428571,1.0,2519.52
C34337,1,950.55,950.55,5,7.0,1,2024-07-22,2024-07-22,0.0,0.0,1.0,Cash,Google,253,253,0.0,0,0.6926762491444216,1372.2861166007906,190.11,-0.3081607795367744,0,0,0.003952569169960474,3.757114624505929,0.0,950.55
C34416,1,99.24,99.24,2,2.0,1,2023-01-29,2023-01-29,0.0,0.0,1.0,Online,Google,793,793,0.0,0,2.1711156741957565,45.70921815889029,49.62,-0.9658952496943168,1,0,0.0012610340479192938,0.12514501891551072,0.0,99.24
C34555,1,372.8,372.8,1,6.0,1,2023-03-12,2023-03-12,1.0,0.0,1.0,Cash,Facebook,751,751,0.0,0,2.0561259411362083,181.31185086551264,372.8,-0.9147381242376192,1,0,0.0013315579227696406,0.49640479360852197,1.0,372.8
C34686,1,68.39,68.39,1,3.0,1,2025-03-28,2025-03-28,0.0,1.0,1.0,Online,Facebook,4,4,0.0,0,0.0109514031485284,3943.4044713284898,68.39,-0.0048721071863521,0,0,0.25,17.0975,1.0,68.39
C35043,1,132.15,132.15,5,5.0,1,2025-03-05,2025-03-05,0.0,0.0,1.0,Gift Card,Facebook,27,27,0.0,0,0.0739219712525667,1787.6958333333334,26.43,-0.0328867235078771,0,0,0.037037037037037035,4.894444444444445,0.0,132.15
C35091,1,211.14,211.14,1,1.0,1,2024-03-29,2024-03-29,1.0,0.0,1.0,Credit Card,Facebook,368,368,0.0,0,1.0075290896646132,209.5621875,211.14,-0.4482338611443992,1,0,0.002717391304347826,0.57375,1.0,211.14
C35100,1,639.82,639.82,2,3.0,1,2024-12-15,2024-12-15,1.0,0.0,1.0,Credit Card,Google,107,107,0.0,0,0.2929500342231348,2184.058457943925,319.91,-0.1303288672349204,0,0,0.009345794392523364,5.9796261682243,1.0,639.82
C35123,1,1546.92,1546.92,4,4.0,1,2024-06-13,2024-06-13,0.0,0.0,1.0,Cash,Facebook,292,292,0.0,0,0.7994524298425736,1934.9744178082192,386.73,-0.3556638246037081,0,0,0.003424657534246575,5.297671232876713,0.0,1546.92
C35136,1,634.94,634.94,1,5.0,1,2023-03-20,2023-03-20,1.0,0.0,1.0,Online,Instagram,743,743,0.0,0,2.0342231348391517,312.1289838492598,634.94,-0.9049939098649148,1,0,0.0013458950201884253,0.8545625841184389,1.0,634.94
C35168,1,1199.72,1199.72,2,7.0,1,2023-01-24,2023-01-24,0.0,0.0,1.0,Gift Card,Facebook,798,798,0.0,0,2.184804928131417,549.119962406015,599.86,-0.9719853836772572,1,0,0.0012531328320802004,1.5034085213032582,0.0,1199.72
C35355,1,1327.6,1327.6,4,5.0,1,2024-04-20,2024-04-20,0.0,0.0,1.0,Cash,Instagram,346,346,0.0,0,0.947296372347707,1401.4621387283237,331.9,-0.4214372716194623,0,0,0.002890173410404624,3.836994219653179,0.0,1327.6
C35377,1,3119.05,3119.05,5,6.0,1,2023-05-27,2023-05-27,0.0,1.0,1.0,Cash,Email,675,675,0.0,0,1.8480492813141685,1687.752611111111,623.8100000000001,-0.822168087696928,1,0,0.0014814814814814814,4.620814814814815,1.0,3119.05
C35483,1,671.0999999999999,671.0999999999999,3,3.0,1,2024-08-31,2024-08-31,0.0,1.0,1.0,Cash,Email,213,213,0.0,0,0.5831622176591376,1150.794718309859,223.7,-0.2594397076732528,0,0,0.004694835680751174,3.1507042253521123,1.0,671.0999999999999
C35566,1,258.76,258.76,4,7.0,1,2023-02-14,2023-02-14,0.0,0.0,1.0,Debit Card,Google,777,777,0.0,0,2.127310061601643,121.63718146718143,64.69,-0.9464068209489082,1,0,0.001287001287001287,0.333024453024453,0.0,258.76
C35628,1,1660.71,1660.71,3,4.0,1,2024-11-24,2024-11-24,0.0,1.0,1.0,Credit Card,Facebook,128,128,0.0,0,0.3504449007529089,3943.4044713284898,553.57,-0.1559074299632693,0,0,0.0078125,12.974296875,1.0,1660.71
C35669,1,2894.15,2894.15,5,6.0,1,2024-06-21,2024-06-21,0.0,1.0,0.0,Cash,Referral,284,284,0.0,0,0.7775496235455168,3722.141857394366,578.83,-0.3459196102310037,0,0,0.0035211267605633804,10.190669014084508,1.0,2894.15
C35711,1,1308.48,1308.48,4,4.0,1,2024-08-31,2024-08-31,1.0,0.0,0.0,Credit Card,Email,213,213,0.0,0,0.5831622176591376,2243.766760563381,327.12,-0.2594397076732528,0,0,0.004694835680751174,6.143098591549296,1.0,1308.48
C35785,1,427.82,427.82,1,2.0,1,2024-04-07,2024-04-07,0.0,0.0,1.0,Online,Email,359,359,0.0,0,0.9828884325804244,435.26811977715874,427.82,-0.4372716199751069,0,0,0.002785515320334262,1.1916991643454038,0.0,427.82
C35852,1,1248.39,624.195,7,5.5,1,2024-03-05,2025-03-02,0.0,0.0,0.5,Online,Instagram,30,392,362.0,1,1.0732375085557837,1163.2001211734696,178.3414285714286,0.4987819732028029,0,1,0.002551020408163265,3.184668367346939,0.0,1248.39
C35854,1,939.85,939.85,5,9.0,1,2023-08-29,2023-08-29,0.0,1.0,1.0,Cash,Google,581,581,0.0,0,1.5906913073237507,590.843739242685,187.97,-0.7076735688176521,1,0,0.0017211703958691911,1.6176419965576592,1.0,939.85
C35983,1,3137.15,3137.15,5,10.0,1,2024-03-10,2024-03-10,1.0,0.0,1.0,Credit Card,Email,387,387,0.0,0,1.0595482546201231,2960.8373062015507,627.4300000000001,-0.471376370279572,1,0,0.002583979328165375,8.106330749354006,1.0,3137.15
C35987,1,3267.3,3267.3,5,9.0,1,2023-09-04,2023-09-04,1.0,0.0,1.0,Cash,Email,575,575,0.0,0,1.5742642026009583,2075.4457826086955,653.46,-0.7003654080381237,1,0,0.0017391304347826088,5.6822608695652175,1.0,3267.3
C36014,1,869.94,869.94,2,7.0,1,2023-06-11,2023-06-11,0.0,0.0,0.0,Online,Email,660,660,0.0,0,1.8069815195071868,481.4327045454546,434.97,-0.8038976857481073,1,0,0.0015151515151515152,1.3180909090909092,0.0,869.94
C36137,1,717.24,717.24,3,8.0,1,2024-11-24,2024-11-24,0.0,0.0,0.0,Cash,Google,128,128,0.0,0,0.3504449007529089,2046.655546875,239.08,-0.1559074299632693,0,0,0.0078125,5.6034375,0.0,717.24
C36150,1,1069.82,1069.82,2,5.0,1,2023-10-06,2023-10-06,0.0,1.0,1.0,Debit Card,Google,543,543,0.0,0,1.486652977412731,719.6164917127071,534.91,-0.6613885505473065,1,0,0.001841620626151013,1.9702025782688766,1.0,1069.82
C36174,1,926.94,926.94,3,3.0,1,2024-05-31,2024-05-31,0.0,0.0,1.0,Cash,Instagram,305,305,0.0,0,0.8350444900752909,1110.0486393442625,308.98,-0.3714981729593526,0,0,0.003278688524590164,3.0391475409836066,0.0,926.94
C36383,1,2107.2,2107.2,5,5.0,1,2024-10-03,2024-10-03,0.0,0.0,1.0,Cash,Instagram,180,180,0.0,0,0.4928131416837782,3943.4044713284898,421.44,-0.2192448233858474,0,0,0.005555555555555556,11.706666666666665,0.0,2107.2
C36408,1,3075.5,3075.5,5,10.0,1,2024-01-15,2024-01-15,0.0,1.0,1.0,Gift Card,Instagram,442,442,0.0,0,1.2101300479123889,2541.462386877828,615.1,-0.5383678440919143,1,0,0.0022624434389140274,6.958144796380091,1.0,3075.5
C36467,1,75.78,75.78,1,5.0,1,2023-07-23,2023-07-23,0.0,0.0,1.0,Cash,Google,618,618,0.0,0,1.6919917864476386,44.78745145631068,75.78,-0.7527405602914096,1,0,0.0016181229773462784,0.12262135922330097,0.0,75.78
C36492,1,45.94,45.94,1,2.0,1,2024-08-30,2024-08-30,1.0,0.0,1.0,Cash,Email,214,214,0.0,0,0.5859000684462696,78.40927570093459,45.94,-0.2606577344698408,0,0,0.004672897196261682,0.21467289719626167,1.0,45.94
C36497,1,86.3,86.3,2,3.0,1,2023-08-22,2023-08-22,0.0,0.0,1.0,Debit Card,Email,588,588,0.0,0,1.6098562628336757,53.60727040816326,43.15,-0.7161997563937683,1,0,0.0017006802721088435,0.1467687074829932,0.0,86.3
C36534,1,1963.62,1963.62,3,7.0,1,2023-11-11,2023-11-11,0.0,1.0,1.0,Cash,Referral,507,507,0.0,0,1.3880903490759753,1414.6197337278106,654.54,-0.617539585870137,1,0,0.0019723865877712033,3.87301775147929,1.0,1963.62
C36540,1,728.32,728.32,4,4.0,1,2023-09-18,2023-09-18,0.0,0.0,1.0,Gift Card,Email,561,561,0.0,0,1.5359342915811087,474.1869518716578,182.08,-0.6833130328858912,1,0,0.0017825311942959,1.29825311942959,0.0,728.32
C36613,1,1894.92,1894.92,3,3.0,1,2023-08-26,2023-08-26,0.0,1.0,1.0,Credit Card,Facebook,584,584,0.0,0,1.5989048596851472,1185.1361815068494,631.64,-0.7113276492074162,1,0,0.0017123287671232876,3.2447260273972605,1.0,1894.92
C36688,1,305.17,305.17,1,3.0,1,2023-04-21,2023-04-21,0.0,1.0,1.0,Gift Card,Referral,711,711,0.0,0,1.946611909650924,156.7698206751055,305.17,-0.8660170523740974,1,0,0.0014064697609001407,0.42921237693389597,1.0,305.17
C36725,1,3253.6,3253.6,5,8.0,1,2024-10-27,2024-10-27,1.0,0.0,1.0,Credit Card,Email,156,156,0.0,0,0.4271047227926078,3943.4044713284898,650.72,-0.1900121802677344,0,0,0.00641025641025641,20.856410256410257,1.0,3253.6
C36778,1,388.33,388.33,1,2.0,1,2024-12-30,2024-12-30,0.0,1.0,1.0,Cash,Facebook,92,92,0.0,0,0.2518822724161533,1541.7123097826088,388.33,-0.1120584652860998,0,0,0.010869565217391304,4.220978260869565,1.0,388.33
C36813,1,1842.45,1842.45,3,3.0,1,2023-11-13,2023-11-13,1.0,0.0,0.0,Gift Card,Facebook,505,505,0.0,0,1.3826146475017111,1332.583886138614,614.15,-0.6151035322769609,1,0,0.0019801980198019802,3.6484158415841583,1.0,1842.45
C36825,1,877.52,877.52,2,2.0,1,2023-02-27,2023-02-27,0.0,1.0,0.0,Debit Card,Facebook,764,764,0.0,0,2.0917180013689256,419.5211780104712,438.76,-0.9305724725932636,1,0,0.0013089005235602095,1.148586387434555,1.0,877.52
C36938,1,761.9399999999999,761.9399999999999,3,3.0,1,2025-02-06,2025-02-06,1.0,0.0,1.0,Credit Card,Email,54,54,0.0,0,0.1478439425051334,3943.4044713284898,253.98,-0.0657734470157542,0,0,0.018518518518518517,14.11,1.0,761.9399999999999
C36992,1,671.37,671.37,3,3.0,1,2023-07-14,2023-07-14,0.0,0.0,0.0,Debit Card,Google,627,627,0.0,0,1.7166324435318274,391.0971172248804,223.79,-0.7637028014607019,1,0,0.001594896331738437,1.0707655502392344,0.0,671.37
C36997,1,745.64,745.64,4,6.0,1,2023-09-08,2023-09-08,0.0,0.0,1.0,Gift Card,Google,571,571,0.0,0,1.5633127994524298,476.9614886164624,186.41,-0.6954933008517716,1,0,0.0017513134851138354,1.30584938704028,0.0,745.64
C37032,1,847.76,847.76,2,7.0,1,2023-08-11,2023-08-11,0.0,0.0,1.0,Debit Card,Referral,599,599,0.0,0,1.6399726214921286,516.9354590984975,423.88,-0.7295980511562368,1,0,0.001669449081803005,1.4152921535893155,0.0,847.76
C37235,1,151.04,151.04,4,7.0,1,2023-06-02,2023-06-02,0.0,0.0,0.0,Debit Card,Google,669,669,0.0,0,1.831622176591376,82.46242152466367,37.76,-0.8148599269173997,1,0,0.0014947683109118087,0.22576980568011956,0.0,151.04
C37249,1,491.72,491.72,2,4.0,1,2023-10-23,2023-10-23,0.0,0.0,1.0,Credit Card,Instagram,526,526,0.0,0,1.4401095140314852,341.44625475285176,245.86,-0.6406820950053098,1,0,0.0019011406844106464,0.9348288973384031,0.0,491.72
C37375,1,1036.46,1036.46,2,5.0,1,2024-01-18,2024-01-18,0.0,0.0,0.0,Debit Card,Email,439,439,0.0,0,1.2019164955509924,862.3394419134397,518.23,-0.5347137637021502,1,0,0.002277904328018223,2.360956719817768,0.0,1036.46
C37412,1,432.47,432.47,1,4.0,1,2023-07-18,2023-07-18,0.0,0.0,1.0,Cash,Referral,623,623,0.0,0,1.7056810403832992,253.54681781701444,432.47,-0.7588306942743498,1,0,0.0016051364365971107,0.6941733547351525,0.0,432.47
C37455,1,2380.05,2380.05,5,7.0,1,2023-10-22,2023-10-22,0.0,0.0,1.0,Credit Card,Google,527,527,0.0,0,1.4428473648186173,1649.550782732448,476.0100000000001,-0.6419001218018978,1,0,0.0018975332068311196,4.516223908918406,0.0,2380.05
C37531,1,1349.3,1349.3,5,6.0,1,2024-03-09,2024-03-09,0.0,0.0,1.0,Cash,Facebook,388,388,0.0,0,1.0622861054072552,1270.1851159793814,269.86,-0.4725943970761601,1,0,0.002577319587628866,3.477577319587629,0.0,1349.3
C37594,1,1361.2,1361.2,4,8.0,1,2024-06-11,2024-06-11,1.0,0.0,1.0,Cash,Referral,294,294,0.0,0,0.8049281314168378,1691.0826530612244,340.3,-0.3580998781968841,0,0,0.003401360544217687,4.629931972789116,1.0,1361.2
C37969,1,362.46,362.46,3,5.0,1,2023-12-02,2023-12-02,0.0,0.0,1.0,Credit Card,Referral,486,486,0.0,0,1.3305954825462012,272.40435185185186,120.82,-0.5919610231417881,1,0,0.00205761316872428,0.7458024691358024,0.0,362.46
C38024,1,546.86,546.86,2,7.0,1,2024-05-07,2024-05-07,0.0,0.0,1.0,Cash,Referral,329,329,0.0,0,0.9007529089664612,607.114331306991,273.43,-0.4007308160774656,0,0,0.00303951367781155,1.6621884498480244,0.0,546.86
C38065,1,1178.55,1178.55,3,6.0,1,2023-03-02,2023-03-02,0.0,1.0,0.0,Credit Card,Google,761,761,0.0,0,2.083504449007529,565.6575394218135,392.85,-0.9269183922034996,1,0,0.001314060446780552,1.5486859395532193,1.0,1178.55
C38068,1,1302.65,1302.65,5,5.0,1,2024-06-02,2024-06-02,0.0,0.0,1.0,Gift Card,Instagram,303,303,0.0,0,0.8295687885010267,1570.2736386138615,260.53000000000003,-0.3690621193661765,0,0,0.0033003300330033004,4.299174917491749,0.0,1302.65
C38126,1,2060.76,2060.76,4,9.0,1,2024-12-19,2024-12-19,0.0,0.0,1.0,Credit Card,Facebook,103,103,0.0,0,0.2819986310746064,3943.4044713284898,515.19,-0.1254567600485682,0,0,0.009708737864077669,20.0073786407767,0.0,2060.76
C38134,1,419.88,419.88,2,3.0,1,2023-07-19,2023-07-19,0.0,1.0,1.0,Credit Card,Email,622,622,0.0,0,1.702943189596167,246.56136655948552,209.94,-0.7576126674777618,1,0,0.001607717041800643,0.675048231511254,1.0,419.88
